Title,Source,Link,Authors,Abstract,Publication Date,Keywords,Subject Area
"Recent Advances in Artificial Sensory Neurons: Biological Fundamentals, Devices, Applications, and Challenges",Nano-Micro Letters,https://api.elsevier.com/content/abstract/scopus_id/85209180506,Zhong S.,,2025-12-01,,mechanical engineering
"Modular versus monobloc dual mobility components for primary cementless total hip arthroplasty: a systematic review and meta-analysis of implants' survival, complication rates, clinical and radiographic outcomes",European Journal of Orthopaedic Surgery and Traumatology,https://api.elsevier.com/content/abstract/scopus_id/85209177764,Giovanoulis V.,,2025-12-01,,mechanical engineering
An Artificial Intelligence-Assisted Flexible and Wearable Mechanoluminescent Strain Sensor System,Nano-Micro Letters,https://api.elsevier.com/content/abstract/scopus_id/85209099436,Dong Y.,,2025-12-01,,mechanical engineering
Multimodal feature integration network for lithology identification from point cloud data,Computers and Geosciences,https://api.elsevier.com/content/abstract/scopus_id/85208983693,Jing R.,,2025-12-01,,mechanical engineering
Geothermal modeling in complex geological systems with ComPASS,Computers and Geosciences,https://api.elsevier.com/content/abstract/scopus_id/85208789593,Armandine Les Landes A.,,2025-12-01,,mechanical engineering
Laser-Induced Highly Stable Conductive Hydrogels for Robust Bioelectronics,Nano-Micro Letters,https://api.elsevier.com/content/abstract/scopus_id/85208709463,Li Y.,,2025-12-01,,mechanical engineering
Wafer-Scale Vertical 1D GaN Nanorods/2D MoS<inf>2</inf>/PEDOT:PSS for Piezophototronic Effect-Enhanced Self-Powered Flexible Photodetectors,Nano-Micro Letters,https://api.elsevier.com/content/abstract/scopus_id/85208692975,Tang X.,,2025-12-01,,mechanical engineering
Smart Gas Sensors: Recent Developments and Future Prospective,Nano-Micro Letters,https://api.elsevier.com/content/abstract/scopus_id/85208631944,Zong B.,,2025-12-01,,mechanical engineering
Defect Engineering with Rational Dopants Modulation for High-Temperature Energy Harvesting in Lead-Free Piezoceramics,Nano-Micro Letters,https://api.elsevier.com/content/abstract/scopus_id/85208620627,Xi K.,,2025-12-01,,mechanical engineering
Formation of bone tissue apatite on starch-based nanofiber-capped nanohydroxyapatite and reduced graphene oxide: a preliminary study,Oral and Maxillofacial Surgery,https://api.elsevier.com/content/abstract/scopus_id/85208602968,Senthil R.,,2025-12-01,,mechanical engineering
Digital rock physics: Calculation of effective elastic properties of heterogeneous materials using graphical processing units (GPUs),Computers and Geosciences,https://api.elsevier.com/content/abstract/scopus_id/85208599372,Alkhimenkov Y.,,2025-12-01,,mechanical engineering
Backpropagation-based inference for spatial interpolation to estimate the blastability index in an open pit mine,Computers and Geosciences,https://api.elsevier.com/content/abstract/scopus_id/85208572744,Hajlaoui Y.,,2025-12-01,,mechanical engineering
Multifunctional Nacre-Like Nanocomposite Papers for Electromagnetic Interference Shielding via Heterocyclic Aramid/MXene Template-Assisted In-Situ Polypyrrole Assembly,Nano-Micro Letters,https://api.elsevier.com/content/abstract/scopus_id/85208496618,Xiong J.,,2025-12-01,,mechanical engineering
A Flexible Smart Healthcare Platform Conjugated with Artificial Epidermis Assembled by Three-Dimensionally Conductive MOF Network for Gas and Pressure Sensing,Nano-Micro Letters,https://api.elsevier.com/content/abstract/scopus_id/85207695719,Zhou Q.,,2025-12-01,,mechanical engineering
Scalable Ir-Doped NiFe<inf>2</inf>O<inf>4</inf>/TiO<inf>2</inf> Heterojunction Anode for Decentralized Saline Wastewater Treatment and H<inf>2</inf> Production,Nano-Micro Letters,https://api.elsevier.com/content/abstract/scopus_id/85207693971,Hong S.,,2025-12-01,,mechanical engineering
"Inter-Skeleton Conductive Routes Tuning Multifunctional Conductive Foam for Electromagnetic Interference Shielding, Sensing and Thermal Management",Nano-Micro Letters,https://api.elsevier.com/content/abstract/scopus_id/85207692953,Li X.,,2025-12-01,,mechanical engineering
Solution-Processed Thin Film Transparent Photovoltaics: Present Challenges and Future Development,Nano-Micro Letters,https://api.elsevier.com/content/abstract/scopus_id/85207423814,Liu T.,,2025-12-01,,mechanical engineering
Gradient-Layered MXene/Hollow Lignin Nanospheres Architecture Design for Flexible and Stretchable Supercapacitors,Nano-Micro Letters,https://api.elsevier.com/content/abstract/scopus_id/85206568639,Zhang H.,,2025-12-01,,mechanical engineering
Unleashing the Potential of Electroactive Hybrid Biomaterials and Self-Powered Systems for Bone Therapeutics,Nano-Micro Letters,https://api.elsevier.com/content/abstract/scopus_id/85206567113,Liu S.,,2025-12-01,,mechanical engineering
Ultra-High Sensitivity Anisotropic Piezoelectric Sensors for Structural Health Monitoring and Robotic Perception,Nano-Micro Letters,https://api.elsevier.com/content/abstract/scopus_id/85206498331,Yin H.,,2025-12-01,,mechanical engineering
MoS<inf>2</inf> Lubricate-Toughened MXene/ANF Composites for Multifunctional Electromagnetic Interference Shielding,Nano-Micro Letters,https://api.elsevier.com/content/abstract/scopus_id/85206393748,Wang J.,,2025-12-01,,mechanical engineering
Flexible Graphene Field-Effect Transistors and Their Application in Flexible Biomedical Sensing,Nano-Micro Letters,https://api.elsevier.com/content/abstract/scopus_id/85206070184,Sun M.,,2025-12-01,,mechanical engineering
3D Printing of Tough Hydrogel Scaffolds with Functional Surface Structures for Tissue Regeneration,Nano-Micro Letters,https://api.elsevier.com/content/abstract/scopus_id/85205739051,Yao K.,,2025-12-01,,mechanical engineering
Defects-Rich Heterostructures Trigger Strong Polarization Coupling in Sulfides/Carbon Composites with Robust Electromagnetic Wave Absorption,Nano-Micro Letters,https://api.elsevier.com/content/abstract/scopus_id/85205731251,Liu J.,,2025-12-01,,mechanical engineering
Locally Enhanced Flow and Electric Fields Through a Tip Effect for Efficient Flow-Electrode Capacitive Deionization,Nano-Micro Letters,https://api.elsevier.com/content/abstract/scopus_id/85205720532,Wang Z.,,2025-12-01,,mechanical engineering
"High-Entropy Electrode Materials: Synthesis, Properties and Outlook",Nano-Micro Letters,https://api.elsevier.com/content/abstract/scopus_id/85205718654,Li D.,,2025-12-01,,mechanical engineering
An Efficient Boron Source Activation Strategy for the Low-Temperature Synthesis of Boron Nitride Nanotubes,Nano-Micro Letters,https://api.elsevier.com/content/abstract/scopus_id/85205710315,Wang Y.,,2025-12-01,,mechanical engineering
Exploring Nanoscale Perovskite Materials for Next-Generation Photodetectors: A Comprehensive Review and Future Directions,Nano-Micro Letters,https://api.elsevier.com/content/abstract/scopus_id/85205702776,Li X.,,2025-12-01,,mechanical engineering
Recent Advances in Fibrous Materials for Hydroelectricity Generation,Nano-Micro Letters,https://api.elsevier.com/content/abstract/scopus_id/85205687973,Ge C.,,2025-12-01,,mechanical engineering
Bioinspired Passive Tactile Sensors Enabled by Reversible Polarization of Conjugated Polymers,Nano-Micro Letters,https://api.elsevier.com/content/abstract/scopus_id/85204940332,He F.,,2025-12-01,,mechanical engineering
Ultra-Transparent and Multifunctional IZVO Mesh Electrodes for Next-Generation Flexible Optoelectronics,Nano-Micro Letters,https://api.elsevier.com/content/abstract/scopus_id/85204939817,Nirmal K.A.,,2025-12-01,,mechanical engineering
Advances in Graphene-Based Electrode for Triboelectric Nanogenerator,Nano-Micro Letters,https://api.elsevier.com/content/abstract/scopus_id/85204936102,Xie B.,,2025-12-01,,mechanical engineering
Designing Electronic Structures of Multiscale Helical Converters for Tailored Ultrabroad Electromagnetic Absorption,Nano-Micro Letters,https://api.elsevier.com/content/abstract/scopus_id/85204903711,Feng Z.,,2025-12-01,,mechanical engineering
Spontaneous Orientation Polarization of Anisotropic Equivalent Dipoles Harnessed by Entropy Engineering for Ultra-Thin Electromagnetic Wave Absorber,Nano-Micro Letters,https://api.elsevier.com/content/abstract/scopus_id/85204885645,Wang H.,,2025-12-01,,mechanical engineering
Multiple Tin Compounds Modified Carbon Fibers to Construct Heterogeneous Interfaces for Corrosion Prevention and Electromagnetic Wave Absorption,Nano-Micro Letters,https://api.elsevier.com/content/abstract/scopus_id/85204785833,Guo Z.,,2025-12-01,,mechanical engineering
Advanced Functional Electromagnetic Shielding Materials: A Review Based on Micro-Nano Structure Interface Control of Biomass Cell Walls,Nano-Micro Letters,https://api.elsevier.com/content/abstract/scopus_id/85204695610,Shi Y.,,2025-12-01,,mechanical engineering
Catalyst–Support Interaction in Polyaniline-Supported Ni<inf>3</inf>Fe Oxide to Boost Oxygen Evolution Activities for Rechargeable Zn-Air Batteries,Nano-Micro Letters,https://api.elsevier.com/content/abstract/scopus_id/85204472089,Zou X.,,2025-12-01,,mechanical engineering
Advancements and Challenges in Organic–Inorganic Composite Solid Electrolytes for All-Solid-State Lithium Batteries,Nano-Micro Letters,https://api.elsevier.com/content/abstract/scopus_id/85204424686,Zhang X.,,2025-12-01,,mechanical engineering
Distributed and trustworthy digital twin platform based on blockchain and Web3 technologies,Cyber Security and Applications,https://api.elsevier.com/content/abstract/scopus_id/85198751881,Hosseini Bamakan S.M.,,2025-12-01,,mechanical engineering
An In-Vitro Analysis of the Mechanical and Anti-Bacterial Properties of Betel Leaf Extract with Chitosan Coating on Orthodontic Aligners,Pesquisa Brasileira em Odontopediatria e Clinica Integrada,https://api.elsevier.com/content/abstract/scopus_id/85209775562,Vas N.V.,,2025-11-07,,mechanical engineering
Health risks associated with heavy metal pollution of soils in communities surrounding an abandoned mine tailings dam,EQA,https://api.elsevier.com/content/abstract/scopus_id/85208433903,Tetteh Doku E.,,2025-10-22,,mechanical engineering
Analysis of the effects of fiber positioning on water transfer in hollow fiber humidifiers using cfd and statistical uniformity metrics,Heat and Mass Transfer/Waerme- und Stoffuebertragung,https://api.elsevier.com/content/abstract/scopus_id/85210094646,Pollak M.,,2025-10-01,,mechanical engineering
The Assessment of ADIS 16364 for the Examination of Ship Motions in the Free-Running Model,Journal of Advanced Research in Applied Sciences and Engineering Technology,https://api.elsevier.com/content/abstract/scopus_id/85209198143,Jamal ,,2025-10-01,,mechanical engineering
A Comparison Between the Performance of Multi-Stage Flash Desalination Once-Through and Brine Recirculation in Extracting Marine Diesel Engines Waste Energy,Journal of Advanced Research in Applied Sciences and Engineering Technology,https://api.elsevier.com/content/abstract/scopus_id/85209135147,Elkhradly L.U.M.K.,,2025-10-01,,mechanical engineering
Evaluation of Sick Building Syndrome (SBS) Symptoms and Measurement of Indoor Air Quality (IAQ) Parameter in One of Hospital Building in Johor,Journal of Advanced Research in Applied Sciences and Engineering Technology,https://api.elsevier.com/content/abstract/scopus_id/85209104498,Abdullah M.S.M.,,2025-10-01,,mechanical engineering
Comparison of Higher-Order Beam Theory and First-Order Beam Theory Models on FGM Beam Element for Static Analysis,Journal of Advanced Research in Applied Sciences and Engineering Technology,https://api.elsevier.com/content/abstract/scopus_id/85209093246,Martina A.,,2025-10-01,,mechanical engineering
Study on Rutting Behaviour of Waste Steel Fibre Asphalt Mixture,Journal of Advanced Research in Applied Sciences and Engineering Technology,https://api.elsevier.com/content/abstract/scopus_id/85209092388,Shapie S.S.,,2025-10-01,,mechanical engineering
Investigation Slow Steaming for Container Ships Using Speed and Power Estimation in Indonesian Water,Journal of Advanced Research in Applied Sciences and Engineering Technology,https://api.elsevier.com/content/abstract/scopus_id/85209060890,Utama I.K.P.A.,,2025-10-01,,mechanical engineering
PID Controller Parameter Tuning Based on a Modified Differential Evolutionary Optimization Algorithm for the Intelligent Active Vibration Control of a Combined Single Link Robotics Flexible Manipulator,Journal of Advanced Research in Applied Sciences and Engineering Technology,https://api.elsevier.com/content/abstract/scopus_id/85207282718,Moloody A.,,2025-10-01,,mechanical engineering
An Accurate Classification for Human Sport Activity Recognition from Sensor Data Using Hybrid Machine Learning Models,Journal of Advanced Research in Applied Sciences and Engineering Technology,https://api.elsevier.com/content/abstract/scopus_id/85207269576,Liftawi S.M.,,2025-10-01,,mechanical engineering
The Predictive Machine Learning Model Towards Effect of Human Resources Management Practices and Job Performances Among Academic Librarians in Malaysia,Journal of Advanced Research in Applied Sciences and Engineering Technology,https://api.elsevier.com/content/abstract/scopus_id/85207261989,Azmi N.A.H.M.,,2025-10-01,,mechanical engineering
A Bibliometric Analysis of the Global Trend of Residual Stress Induced by WAAM Process and Stress Relief Heat Treatment,Journal of Advanced Research in Applied Sciences and Engineering Technology,https://api.elsevier.com/content/abstract/scopus_id/85207258279,Ghazali S.N.M.,,2025-10-01,,mechanical engineering
